id,name,side,avg_bat_speed,ideal_attack_angle_rate,competitive_swings,raw_swing_power_score,swing_path_efficiency_score,mechanical_swing_quality_score,mechanical_swing_quality_percentile,mechanical_swing_quality_shrunk,mechanical_swing_quality_shrunk_percentile,mechanical_swing_quality_adjusted_label,xwoba,xba,xslg,avg_exit_velocity,hard_hit_rate,barrel_rate,expanded_latent_swing_quality_score,expanded_latent_swing_quality_percentile,expanded_latent_swing_quality_shrunk,expanded_latent_swing_quality_shrunk_percentile,expanded_lsq_label,msq_reliability,msq_uncertainty_proxy,date_start,date_end,dashboard_ranking_score
691718,"Crow-Armstrong, Pete",L,72.709065537,0.5012489592006661,1201,0.45449820172383865,-0.08328660089724933,0.18560580041329466,57.41056218057922,0.18560467135902695,59.79557069846678,Above-average reliability-adjusted mechanical profile,0.321,0.242,0.475,89.5,41.6,13.0,0.4458375374034663,72.06132879045997,0.44583482533965585,73.7649063032368,Above-average reliability-adjusted mechanical profile,0.9999939169235811,0.028855492841238062,2025-03-28,2025-09-30,0.44583482533965585
701538,"Merrill, Jackson",L,71.980741119,0.4770318021201413,849,0.1785943721501247,-0.36718383034707663,-0.09429472909847597,42.58943781942078,-0.09427535028128724,41.90800681431005,Below-average reliability-adjusted mechanical profile,0.347,0.263,0.49,89.7,42.9,13.0,0.44254044596780784,71.89097103918229,0.442449498038024,73.59454855195912,Above-average reliability-adjusted mechanical profile,0.9997944867398845,0.03431991115272901,2025-03-28,2025-09-30,0.442449498038024
687952,"Encarnacion-Strand, Christian",R,73.655313886,0.6157205240174672,229,0.8129559669238852,1.2586611758056894,1.0358085713647873,93.69676320272572,0.9309159021847496,93.52640545144804,Elite reliability-adjusted mechanical profile,0.275,0.207,0.408,87.9,44.0,9.0,0.48140367280327195,73.7649063032368,0.43265362613502,73.42419080068143,Above-average reliability-adjusted mechanical profile,0.8987335381461166,0.06608186004550898,2025-03-28,2025-09-30,0.43265362613502
642708,"Rosario, Amed",R,73.193435,0.5064935064935066,308,0.6379870241049955,-0.021804881915736467,0.3080910710946295,65.92844974446336,0.2939314344869125,68.31345826235093,Above-average reliability-adjusted mechanical profile,0.331,0.288,0.439,91.2,45.0,6.0,0.44799867782944536,72.23168654173764,0.4274089916166494,73.25383304940375,Above-average reliability-adjusted mechanical profile,0.9540407433509558,0.05698028822981897,2025-03-28,2025-09-30,0.4274089916166494
502671,"Goldschmidt, Paul",R,72.632347548,0.5151175811870101,893,0.42543589591728703,0.07929496658889937,0.2523654312530932,62.35093696763203,0.2523320286631529,65.24701873935264,Above-average reliability-adjusted mechanical profile,0.329,0.266,0.45,90.4,43.7,7.9,0.42622672585145377,71.55025553662692,0.4261703113240182,73.08347529812606,Above-average reliability-adjusted mechanical profile,0.9998676419754701,0.033463724070512735,2025-03-28,2025-09-30,0.4261703113240182
701305,"Dezenzo, Zach",R,73.543212011,0.4761904761904761,189,0.7704895387079691,-0.37704667674568737,0.19672143098114087,58.43270868824531,0.16700236856594064,58.77342419080068,Above-average reliability-adjusted mechanical profile,0.316,0.225,0.426,89.3,41.0,16.4,0.5016615786432825,74.44633730834754,0.4258746565339325,72.91311754684838,Above-average reliability-adjusted mechanical profile,0.8489281911636292,0.07273929674533079,2025-03-28,2025-09-30,0.4258746565339325
682928,"Abrams, CJ",L,72.368443643,0.5878906249999999,1024,0.32546382821028963,0.932411847667945,0.6289378379391173,81.09028960817717,0.628915376776677,83.47529812606473,Strong reliability-adjusted mechanical profile,0.309,0.245,0.401,88.7,39.2,7.6,0.41606241706187186,71.20954003407155,0.4160475582873298,72.7427597955707,Above-average reliability-adjusted mechanical profile,0.9999642871503583,0.03125,2025-03-28,2025-09-30,0.4160475582873298
681460,"Baldwin, Brooks",R,70.672030575,0.5923344947735191,574,-0.3171713085950465,0.984507240721017,0.33366796606298527,68.48381601362861,0.3325953008711998,71.89097103918229,Above-average reliability-adjusted mechanical profile,0.307,0.235,0.416,90.4,40.9,10.9,0.41700869338011887,71.37989778534923,0.41566810706211327,72.57240204429301,Above-average reliability-adjusted mechanical profile,0.9967852317246931,0.04173919355648411,2025-03-28,2025-09-30,0.41566810706211327
693307,"Dingler, Dillon",R,71.690906274,0.4941785252263906,773,0.06879914669414633,-0.16617315152044299,-0.04868700241314833,44.97444633730835,-0.04866560719635855,44.63373083475298,Below-average reliability-adjusted mechanical profile,0.351,0.29,0.475,90.0,45.7,9.2,0.41439756218956647,71.03918228279386,0.4142154576187209,72.40204429301534,Above-average reliability-adjusted mechanical profile,0.9995605558828982,0.03596750006328032,2025-03-28,2025-09-30,0.4142154576187209
656577,"Jackson, Alex",R,76.106544651,0.5116279069767442,172,1.7415311162914604,0.038385588304619946,0.8899583522980402,90.11925042589438,0.7305969383503705,87.39352640545145,Strong reliability-adjusted mechanical profile,0.27,0.178,0.362,88.3,40.7,14.8,0.4956463379774164,74.27597955706985,0.4068928575093624,72.23168654173764,Above-average reliability-adjusted mechanical profile,0.8209338520885068,0.07624928516630233,2025-03-28,2025-09-30,0.4068928575093624
683734,"Vaughn, Andrew",R,70.630095949,0.4801699716713881,706,-0.3330569820932833,-0.3303951338795115,-0.3317260579863974,29.642248722316864,-0.33144117891459823,26.575809199318567,Below-average reliability-adjusted mechanical profile,0.349,0.273,0.479,91.6,47.7,12.0,0.40704668476531,70.6984667802385,0.40669712198920865,72.06132879045997,Above-average reliability-adjusted mechanical profile,0.9991412219060256,0.03763549647474907,2025-03-28,2025-09-30,0.40669712198920865
663624,"Mountcastle, Ryan",R,75.150591997,0.4023494860499266,681,1.3793971666237836,-1.2426830704408174,0.06835704809148313,51.959114139693355,0.06828167125989058,52.4701873935264,Above-average reliability-adjusted mechanical profile,0.313,0.253,0.428,90.7,47.1,11.7,0.39895065469267305,70.35775127768314,0.39851073463831,71.89097103918229,Above-average reliability-adjusted mechanical profile,0.9988973071000423,0.03832008326196737,2025-03-28,2025-09-30,0.39851073463831
607208,"Turner, Trea",R,71.196050628,0.6022835394862036,1051,-0.11866205115021251,1.1011396852400737,0.49123881704493055,75.809199318569,0.49122542466775465,78.53492333901193,Strong reliability-adjusted mechanical profile,0.321,0.27,0.41,89.3,42.1,5.8,0.39797920554824484,70.18739352640544,0.3979683556572266,71.7206132879046,Above-average reliability-adjusted mechanical profile,0.9999727375428993,0.030845984923781787,2025-03-28,2025-09-30,0.3979683556572266
668804,"Reynolds, Bryan",R,72.199553313,0.4696035242290749,1135,0.2614847995338527,-0.4542653777741722,-0.09639028912015976,42.24872231686542,-0.09638915465565202,41.737649063032364,Below-average reliability-adjusted mechanical profile,0.338,0.259,0.447,91.2,46.0,10.1,0.39251712324222365,70.01703577512777,0.3925125035160141,71.55025553662692,Above-average reliability-adjusted mechanical profile,0.9999882305103751,0.02968260885977624,2025-03-28,2025-09-30,0.3925125035160141
677595,"Mauricio, Ronny",R,73.800171012,0.5276073619631901,326,0.8678307381339361,0.22571240720767127,0.5467715726708037,78.36456558773425,0.5257818879144339,80.23850085178876,Strong reliability-adjusted mechanical profile,0.286,0.218,0.366,91.2,43.0,8.8,0.4062770739016841,70.52810902896081,0.39068074788333984,71.37989778534923,Above-average reliability-adjusted mechanical profile,0.9616116019824479,0.05538487756217113,2025-03-28,2025-09-30,0.39068074788333984
669221,"Murphy, Sean",R,72.611037861,0.497391304347826,575,0.41736336106192423,-0.12850980861124314,0.14442677622534056,55.5366269165247,0.14396709745546873,56.899488926746166,Above-average reliability-adjusted mechanical profile,0.314,0.201,0.408,89.1,43.1,13.2,0.3896933378001248,69.84667802385009,0.38845302932804676,71.20954003407155,Above-average reliability-adjusted mechanical profile,0.9968172192034903,0.04170288281141495,2025-03-28,2025-09-30,0.38845302932804676
642715,"Adames, Willy",R,72.067168485,0.5026269702276709,1142,0.21133478379916498,-0.06713220624980464,0.07210128877468017,52.29982964224872,0.0721004975496014,52.98126064735945,Above-average reliability-adjusted mechanical profile,0.327,0.224,0.435,88.9,42.8,12.6,0.38738887104488995,69.6763202725724,0.3873846199171333,71.03918228279386,Above-average reliability-adjusted mechanical profile,0.9999890262006103,0.029591497808609105,2025-03-28,2025-09-30,0.3873846199171333
621493,"Ward, Taylor",R,69.462334113,0.5536723163841808,885,-0.7754284783932063,0.5312713264998982,-0.12207857594665406,40.54514480408859,-0.1220610721084727,39.3526405451448,Below-average reliability-adjusted mechanical profile,0.333,0.231,0.45,90.1,42.7,13.7,0.3835611512935932,69.50596252129472,0.3835061556297526,70.86882453151618,Above-average reliability-adjusted mechanical profile,0.9998566182637237,0.033614632272640714,2025-03-28,2025-09-30,0.3835061556297526
676572,"Wagaman, Eric",R,73.418307545,0.4935732647814911,778,0.7231732334344352,-0.1732686071443702,0.2749523131450325,63.7137989778535,0.2748373797307004,66.78023850085178,Above-average reliability-adjusted mechanical profile,0.315,0.259,0.421,91.0,46.5,6.8,0.3827623719562848,69.16524701873935,0.3826023726248241,70.6984667802385,Above-average reliability-adjusted mechanical profile,0.999581987825389,0.03585173696910374,2025-03-28,2025-09-30,0.3826023726248241
680777,"Jeffers, Ryan",R,72.334268206,0.5507936507936507,630,0.31251749040721505,0.4975247895737593,0.40502113999048717,72.57240204429301,0.40427739773632493,75.12776831345826,Strong reliability-adjusted mechanical profile,0.325,0.243,0.4,89.3,42.1,6.3,0.3832457457313683,69.33560477001703,0.3825419897377058,70.52810902896081,Above-average reliability-adjusted mechanical profile,0.9981636952229711,0.03984095364447979,2025-03-28,2025-09-30,0.3825419897377058
665052,"Conine, Griffin",L,74.282234776,0.4626865671641791,134,1.0504461157036553,-0.5353527217765166,0.25754669696356935,62.862010221465084,0.1901092099064889,60.13628620102215,Above-average reliability-adjusted mechanical profile,0.299,0.232,0.387,90.9,48.1,14.8,0.5152574961172123,75.29812606473595,0.3803395525553761,70.35775127768314,Above-average reliability-adjusted mechanical profile,0.738154331419674,0.08638684255813601,2025-03-28,2025-09-30,0.3803395525553761
592663,"Realmuto, J.T.",R,72.052206963,0.5303687635574834,922,0.20566706057853634,0.2580842607415712,0.23187566066005377,60.81771720613288,0.2318526959989281,63.88415672913118,Above-average reliability-adjusted mechanical profile,0.316,0.253,0.411,90.0,45.5,8.8,0.3757443043257195,68.99488926746167,0.3757070911029337,70.18739352640544,Above-average reliability-adjusted mechanical profile,0.9999009613123676,0.03293324609693921,2025-03-28,2025-09-30,0.3757070911029337
607043,"Nimmo, Brandon",L,72.249780598,0.4781783681214422,1054,0.28051189781327884,-0.3537426609287031,-0.03661538155771213,45.4855195911414,-0.036614412834458404,45.31516183986371,Below-average reliability-adjusted mechanical profile,0.321,0.252,0.419,91.9,50.2,8.8,0.3689766062065146,68.6541737649063,0.36896684429216864,70.01703577512777,Above-average reliability-adjusted mechanical profile,0.999973543270273,0.030802055181684874,2025-03-28,2025-09-30,0.36896684429216864
669224,"Wells, Austin",L,73.443808636,0.4993742177722152,799,0.7328335558008432,-0.10526415572345367,0.31378470003869474,67.12095400340715,0.31367837908748364,70.52810902896081,Above-average reliability-adjusted mechanical profile,0.294,0.214,0.399,90.6,45.2,10.2,0.36855791604037547,68.48381601362861,0.3684330360567276,69.84667802385009,Above-average reliability-adjusted mechanical profile,0.9996611659166366,0.03537745688386125,2025-03-28,2025-09-30,0.3684330360567276
663697,"India, Jonathan",R,71.985350244,0.6085365853658536,820,0.18034040071522003,1.1744440122076232,0.6773922064614216,82.96422487223168,0.6772061582736457,85.34923339011925,Strong reliability-adjusted mechanical profile,0.315,0.238,0.378,87.9,36.8,5.8,0.3613367821308372,68.31345826235093,0.36123753969366273,69.6763202725724,Above-average reliability-adjusted mechanical profile,0.9997253464300279,0.03492151478847891,2025-03-28,2025-09-30,0.36123753969366273
592885,"Yelich, Christian",L,73.373101509,0.443170964660936,1047,0.7060482845188133,-0.7641337245710347,-0.02904272002611069,46.50766609880749,-0.029041895937214065,45.99659284497445,Below-average reliability-adjusted mechanical profile,0.33,0.245,0.439,90.2,46.4,10.3,0.3610345384608604,68.14310051107326,0.36102429408450115,69.50596252129472,Above-average reliability-adjusted mechanical profile,0.9999716249409186,0.03090485136077065,2025-03-28,2025-09-30,0.36102429408450115
665966,"Narváez, Carlos",R,72.283279987,0.5414572864321606,796,0.2932021351375468,0.38807478408600943,0.3406384596117781,68.82453151618398,0.3405195246316779,72.06132879045997,Above-average reliability-adjusted mechanical profile,0.293,0.22,0.381,91.1,44.6,9.1,0.356450690309434,67.97274275979557,0.35632623443969175,69.33560477001703,Above-average reliability-adjusted mechanical profile,0.9996508468825401,0.03544406025041679,2025-03-28,2025-09-30,0.35632623443969175
681297,"Cowser, Colton",L,73.559347482,0.4522058823529411,544,0.7766019772461469,-0.6582175721284252,0.05919220255886082,50.936967632027255,0.05893533898609846,51.78875638841567,Above-average reliability-adjusted mechanical profile,0.293,0.2,0.404,90.9,46.0,14.1,0.3544091729684214,67.80238500851789,0.35287122029132856,69.16524701873935,Above-average reliability-adjusted mechanical profile,0.9956605167292611,0.042874646285627205,2025-03-28,2025-09-30,0.35287122029132856
596019,"Lindor, Francisco",R,70.959949991,0.5111111111111112,1170,-0.20810168588327638,0.032327201105970246,-0.08788724238865306,43.27086882453152,-0.08788651346775815,42.4190800681431,Below-average reliability-adjusted mechanical profile,0.345,0.26,0.454,90.5,44.4,8.8,0.34847729816830003,67.46166950596252,0.34847440796060736,68.99488926746167,Above-average reliability-adjusted mechanical profile,0.9999917061808392,0.029235267310234306,2025-03-28,2025-09-30,0.34847440796060736
664023,"Happ, Ian",R,71.665941493,0.4634146341463414,1025,0.05934198926245975,-0.5268176076670249,-0.23373780920228257,33.73083475298126,-0.23372954481749494,31.175468483816015,Below-average reliability-adjusted mechanical profile,0.354,0.256,0.457,90.0,44.4,10.4,0.34150669110962345,67.12095400340715,0.34149461628650213,68.82453151618398,Above-average reliability-adjusted mechanical profile,0.9999646424991496,0.031234752377721213,2025-03-28,2025-09-30,0.34149461628650213
694728,"Matthews, Brice",R,73.213564304,0.4936708860759494,79,0.6456124063151739,-0.17212419473708973,0.2367441057890421,61.32879045996593,0.12929902556290987,56.558773424190804,Above-average reliability-adjusted mechanical profile,0.294,0.178,0.462,88.6,41.7,25.0,0.614810812772215,78.02385008517888,0.3357821253122303,68.6541737649063,Above-average reliability-adjusted mechanical profile,0.5461552047176441,0.1125087900926024,2025-03-28,2025-09-30,0.3357821253122303
660162,"Moncada, Yoán",R,73.366459103,0.4237668161434977,446,0.7035320085191492,-0.9916081546049298,-0.1440380730428903,38.50085178875639,-0.14237265251514147,37.13798977853492,Below-average reliability-adjusted mechanical profile,0.324,0.217,0.421,89.8,43.4,14.3,0.33681852086555264,66.95059625212947,0.33292410276535733,68.48381601362861,Above-average reliability-adjusted mechanical profile,0.9884376367125315,0.04735137238103784,2025-03-28,2025-09-30,0.33292410276535733
553993,"Suárez, Eugenio",R,72.275570376,0.4458041958041958,1144,0.2902815805785447,-0.7332644105724215,-0.22149141499693842,34.582623509369675,-0.22148903252373497,31.85689948892675,Below-average reliability-adjusted mechanical profile,0.32,0.211,0.463,90.2,47.6,14.3,0.3309920042369191,66.78023850085178,0.33098844392023297,68.31345826235093,Above-average reliability-adjusted mechanical profile,0.9999892434963971,0.02956561979945413,2025-03-28,2025-09-30,0.33098844392023297
691176,"Domínguez, Jasson",R,74.057896026,0.4640522875816993,765,0.9654621185767316,-0.5193424096887758,0.2230598544439779,60.13628620102215,0.2229536681098493,62.6916524701874,Above-average reliability-adjusted mechanical profile,0.306,0.237,0.37,90.6,49.6,7.0,0.32793094322214555,66.6098807495741,0.3277748336218999,68.14310051107326,Above-average reliability-adjusted mechanical profile,0.9995239558709778,0.036155076303109365,2025-03-28,2025-09-30,0.3277748336218999
663886,"Stephenson, Tyler",R,70.140759643,0.5131578947368421,532,-0.5184273437593044,0.05632160303746646,-0.23105287036091898,34.07155025553663,-0.22992238556873332,31.3458262350937,Below-average reliability-adjusted mechanical profile,0.313,0.216,0.413,90.5,49.2,14.4,0.3205742165411962,65.92844974446336,0.31900572584899856,67.97274275979557,Above-average reliability-adjusted mechanical profile,0.9951072462747605,0.043355498476206,2025-03-28,2025-09-30,0.31900572584899856
694374,"Tawa, Tim",R,73.081444615,0.5412087912087913,364,0.5955628305268335,0.38516167974384846,0.49036225513534093,75.63884156729131,0.4774890965457375,77.68313458262351,Strong reliability-adjusted mechanical profile,0.29,0.206,0.368,89.2,42.1,9.3,0.3261379761629199,66.43952299829643,0.3175760898324176,67.80238500851789,Above-average reliability-adjusted mechanical profile,0.973747656034312,0.052414241836095915,2025-03-28,2025-09-30,0.3175760898324176
672284,"Kelenic, Jarred",L,73.311628468,0.6396396396396398,111,0.68276106935992,1.5390644714297557,1.1109127703948378,95.22998296422487,0.7448015119383551,87.9045996592845,Strong reliability-adjusted mechanical profile,0.272,0.182,0.384,89.1,37.8,13.5,0.4709228342203312,73.08347529812606,0.3157259942280954,67.6320272572402,Above-average reliability-adjusted mechanical profile,0.670441038924811,0.0949157995752499,2025-03-28,2025-09-30,0.3157259942280954
677347,"Paris, Kyren",R,73.207216652,0.5067873303167421,221,0.6432077890150824,-0.018360391338847162,0.3124236988381176,66.95059625212947,0.2781506164639613,67.12095400340715,Above-average reliability-adjusted mechanical profile,0.265,0.173,0.348,88.9,47.8,16.4,0.3494253145812197,67.6320272572402,0.3110931309639233,67.46166950596252,Above-average reliability-adjusted mechanical profile,0.8902993514844886,0.06726727939963124,2025-03-28,2025-09-30,0.3110931309639233
683748,"Mesa Jr., Victor",L,72.676947879,0.6818181818181818,66,0.44233139168680374,2.033522645314683,1.2379270185007434,97.27427597955707,0.5981027869853038,82.28279386712096,Strong reliability-adjusted mechanical profile,0.331,0.229,0.418,91.1,42.9,7.1,0.6411023129885101,79.38671209540034,0.3097477269746836,67.29131175468484,Above-average reliability-adjusted mechanical profile,0.4831486655083008,0.12309149097933272,2025-03-28,2025-09-30,0.3097477269746836
650490,"Díaz, Yandy",R,73.570977436,0.3534218590398365,979,0.781007635998022,-1.816260625623363,-0.5176264948126705,20.954003407155025,-0.5175975031234975,18.05792163543441,Low reliability-adjusted mechanical profile,0.353,0.285,0.459,93.0,52.5,8.3,0.3069696883573618,65.75809199318569,0.3069524953236211,67.12095400340715,Above-average reliability-adjusted mechanical profile,0.9999439911027285,0.03196013860502966,2025-03-28,2025-09-30,0.3069524953236211
700932,"Manzardo, Kyle",L,70.585128914,0.5230224321133411,847,-0.35009139265876155,0.17196336980968846,-0.08906401142453654,43.100511073253834,-0.08904533782718808,42.24872231686542,Below-average reliability-adjusted mechanical profile,0.322,0.224,0.443,90.3,43.8,11.8,0.30177781832358164,65.58773424190801,0.3017145461064657,66.95059625212947,Above-average reliability-adjusted mechanical profile,0.9997903350966368,0.034360406637202474,2025-03-28,2025-09-30,0.3017145461064657
656537,"Hill, Derek",R,72.471275618,0.4644194756554307,267,0.3644186332448898,-0.5150378715271438,-0.07530961914112697,44.29301533219762,-0.07009426042840461,43.441226575809196,Below-average reliability-adjusted mechanical profile,0.309,0.232,0.416,91.2,49.4,11.2,0.322411544787316,66.26916524701873,0.3000838278453705,66.78023850085178,Above-average reliability-adjusted mechanical profile,0.9307477746906541,0.06119900613621046,2025-03-28,2025-09-30,0.3000838278453705
457705,"McCutchen, Andrew",R,71.104092331,0.5327210103329507,871,-0.1534976898797854,0.28565960083277003,0.06608095547649231,51.618398637137986,0.06607005685985165,52.29982964224872,Above-average reliability-adjusted mechanical profile,0.333,0.258,0.415,89.5,42.5,8.3,0.29814572158134234,65.41737649063032,0.29809654892790327,66.6098807495741,Above-average reliability-adjusted mechanical profile,0.9998350717455268,0.03388370737858486,2025-03-28,2025-09-30,0.29809654892790327
666126,"Cortes, Carlos",L,71.129963419,0.5741935483870968,155,-0.1436972052632732,0.7718413030315414,0.3140720488841341,67.29131175468484,0.24741089287286283,65.07666098807495,Above-average reliability-adjusted mechanical profile,0.314,0.267,0.443,89.8,44.7,9.2,0.36984050395918816,68.82453151618398,0.2913426063547889,66.43952299829643,Above-average reliability-adjusted mechanical profile,0.7877520261732569,0.08032193289024989,2025-03-28,2025-09-30,0.2913426063547889
687859,"Johnston, Troy",L,70.571048182,0.5454545454545454,209,-0.3554254550435822,0.4349345685799114,0.03975455676816461,49.91482112436116,0.03483742950581792,50.08517887563884,Above-average reliability-adjusted mechanical profile,0.338,0.27,0.458,89.6,40.7,9.3,0.3220902560336741,66.09880749574106,0.28225183479015825,66.26916524701873,Above-average reliability-adjusted mechanical profile,0.8763128641825452,0.06917144638660747,2025-03-28,2025-09-30,0.28225183479015825
805904,"Cole, Zach",L,74.976982051,0.4487179487179487,78,1.313630253185644,-0.6991065456849266,0.30726185375035875,65.75809199318569,0.16641117294640786,58.603066439523,Above-average reliability-adjusted mechanical profile,0.305,0.198,0.431,90.1,48.1,14.8,0.5027762559095675,74.61669505962521,0.2723005978590884,66.09880749574106,Above-average reliability-adjusted mechanical profile,0.5415939886947765,0.11322770341445956,2025-03-28,2025-09-30,0.2723005978590884
595777,"Profar, Jurickson",R,70.961501098,0.564459930313589,574,-0.20751409558587422,0.6577343005290106,0.2251101024715682,60.30664395229983,0.22438642565569153,62.862010221465084,Above-average reliability-adjusted mechanical profile,0.325,0.23,0.39,89.0,40.3,7.3,0.2727151219386809,64.5655877342419,0.271838406016476,65.92844974446336,Above-average reliability-adjusted mechanical profile,0.9967852317246931,0.04173919355648411,2025-03-28,2025-09-30,0.271838406016476
663698,"Bart, Joey",R,74.296421909,0.4360086767895879,461,1.0558204849114354,-0.8480970765217484,0.10386170419484353,54.173764906303234,0.10282809138555295,54.855195911413965,Above-average reliability-adjusted mechanical profile,0.318,0.222,0.38,88.4,43.2,10.4,0.26997591730007503,64.39522998296422,0.26728916602360997,65.75809199318569,Above-average reliability-adjusted mechanical profile,0.9900481816921516,0.04657464328326223,2025-03-28,2025-09-30,0.26728916602360997
665839,"Valdez, Enmanuel",L,70.403599301,0.5874125874125874,143,-0.4188584340621886,0.9268078229598414,0.2539746944488264,62.6916524701874,0.1931962840430909,60.6473594548552,Above-average reliability-adjusted mechanical profile,0.327,0.254,0.411,89.8,42.7,8.0,0.3468964265762235,67.29131175468484,0.2638810166020577,65.58773424190801,Above-average reliability-adjusted mechanical profile,0.7606910777562454,0.08362420100070908,2025-03-28,2025-09-30,0.2638810166020577
593428,"Bogaerts, Xander",R,72.214974469,0.524523160762943,734,0.2673266412896707,0.18955638059791993,0.22844151094379533,60.6473594548552,0.228293240862112,63.202725724020446,Above-average reliability-adjusted mechanical profile,0.327,0.267,0.413,89.0,39.2,6.9,0.2604428353627379,63.543441226575816,0.26027379480476953,65.41737649063032,Above-average reliability-adjusted mechanical profile,0.9993509494790559,0.03691067352627811,2025-03-28,2025-09-30,0.26027379480476953
677950,"Thomas, Alek",L,71.188748702,0.601572739187418,763,-0.12142816649232227,1.0928069881011675,0.4856894108044226,75.29812606473595,0.48545353046828454,77.8534923339012,Strong reliability-adjusted mechanical profile,0.289,0.242,0.372,89.6,39.3,7.8,0.25988820041986466,63.37308347529813,0.2597619828933762,65.24701873935264,Above-average reliability-adjusted mechanical profile,0.9995143391416597,0.03620243071279983,2025-03-28,2025-09-30,0.2597619828933762
668670,"Rogers, Jake",R,70.5014453,0.6543778801843319,217,-0.3817924162748158,1.7118405592129098,0.665024071469047,81.94207836456559,0.5890932078003693,81.94207836456559,Strong reliability-adjusted mechanical profile,0.274,0.194,0.321,89.5,40.2,9.2,0.2915918705959317,64.90630323679727,0.2582986057007152,65.07666098807495,Above-average reliability-adjusted mechanical profile,0.8858223830891635,0.06788442333021306,2025-03-28,2025-09-30,0.2582986057007152
805249,"Kemp, Otto",R,72.736336685,0.4602739726027397,365,0.46482905701869803,-0.5636355177092057,-0.049403230345253846,44.804088586030666,-0.04811918462326384,44.804088586030666,Below-average reliability-adjusted mechanical profile,0.31,0.231,0.418,89.9,44.7,12.1,0.26449397009378944,63.7137989778535,0.25761947325587753,64.90630323679727,Above-average reliability-adjusted mechanical profile,0.9740088712212447,0.052342392259021375,2025-03-28,2025-09-30,0.25761947325587753
672515,"Moreno, Gabriel",R,70.873060394,0.5069033530571991,507,-0.2410171998629483,-0.017000259162332124,-0.12900872951264022,39.86371379897785,-0.12819824247201084,38.841567291311755,Below-average reliability-adjusted mechanical profile,0.346,0.279,0.453,90.4,43.4,7.1,0.2588049723049386,63.202725724020446,0.25717905073439057,64.73594548551958,Above-average reliability-adjusted mechanical profile,0.9937175798591988,0.04441155916843276,2025-03-28,2025-09-30,0.25717905073439057
621043,"Correa, Carlos",R,73.79240367,0.4169381107491856,921,0.8648883139196061,-1.071660926106063,-0.10338630609322846,41.56729131175469,-0.10337596394304005,41.22657580919932,Below-average reliability-adjusted mechanical profile,0.338,0.28,0.439,90.5,45.9,6.8,0.2529025580409047,63.03236797274276,0.25287725917554116,64.5655877342419,Above-average reliability-adjusted mechanical profile,0.999899965957009,0.03295112031594684,2025-03-28,2025-09-30,0.25287725917554116
669288,"Johnson, Daniel",L,72.732930652,0.5543478260869565,92,0.4635387837213448,0.5391903127147886,0.5013645482180666,76.66098807495742,0.3015612292284321,68.99488926746167,Above-average reliability-adjusted mechanical profile,0.305,0.237,0.414,89.3,42.5,12.5,0.4141508701124845,70.86882453151618,0.24910386249094005,64.39522998296422,Above-average reliability-adjusted mechanical profile,0.6014809589154859,0.10425720702853739,2025-03-28,2025-09-30,0.24910386249094005
680837,"Fitzgerald, Ryan",L,69.883352286,0.6285714285714286,70,-0.6159383893888988,1.4093120629706297,0.39668683679086547,72.40204429301534,0.19969798343302025,61.499148211243615,Above-average reliability-adjusted mechanical profile,0.343,0.224,0.464,89.1,34.2,13.2,0.48118224419362304,73.59454855195912,0.24223421328170053,64.22487223168655,Above-average reliability-adjusted mechanical profile,0.5034146962085905,0.11952286093343936,2025-03-28,2025-09-30,0.24223421328170053
467793,"Santana, Carlos",R,71.271854993,0.6448230668414155,763,-0.08994584435415465,1.5998296808532195,0.7549419182495325,85.51959114139693,0.7545752725095183,88.07495741056218,Strong reliability-adjusted mechanical profile,0.29,0.216,0.346,87.6,37.8,4.9,0.24023139372714294,62.862010221465084,0.2401147227422651,64.05451448040887,Above-average reliability-adjusted mechanical profile,0.9995143391416597,0.03620243071279983,2025-03-28,2025-09-30,0.2401147227422651
676724,"Young, Jared",L,74.0180245,0.6375000000000001,80,0.9503579885455624,1.5139815203758835,1.232169754460723,97.10391822827938,0.6785201950723151,85.51959114139693,Strong reliability-adjusted mechanical profile,0.296,0.201,0.456,84.6,39.3,14.3,0.43081253177036166,71.7206132879046,0.23723598314126745,63.88415672913118,Above-average reliability-adjusted mechanical profile,0.5506710358827784,0.11180339887498948,2025-03-28,2025-09-30,0.23723598314126745
678662,"Tovar, Ezequiel",R,71.626449315,0.5219638242894056,774,0.04438156382687086,0.1595533322776244,0.10196744805224763,53.833049403747864,0.10192308491401678,54.68483816013629,Above-average reliability-adjusted mechanical profile,0.319,0.261,0.441,89.4,38.9,9.3,0.2283795170601396,62.521294718909715,0.22828015562393653,63.7137989778535,Above-average reliability-adjusted mechanical profile,0.9995649284249213,0.03594425773447947,2025-03-28,2025-09-30,0.22828015562393653
671213,"Casas, Triston",L,75.1821595,0.45,180,1.3913555669636954,-0.6840770851344281,0.35363924091463367,70.18739352640544,0.2951830675599189,68.6541737649063,Above-average reliability-adjusted mechanical profile,0.304,0.212,0.409,87.6,44.4,9.7,0.269644031012203,64.22487223168655,0.22507217247029884,63.543441226575816,Above-average reliability-adjusted mechanical profile,0.8347011117784134,0.07453559924999299,2025-03-28,2025-09-30,0.22507217247029884
